Lux,Humidity,Productivity,DateTime
162.40,56.00,0,11:00:19 7/7/2022
161.01,55.90,0,11:00:21 7/7/2022
163.79,55.90,0,11:00:22 7/7/2022
162.40,55.90,0,11:00:23 7/7/2022
162.40,55.90,0,11:00:24 7/7/2022
163.79,55.90,0,11:00:26 7/7/2022
162.40,55.90,0,11:00:27 7/7/2022
162.40,56.00,0,11:00:28 7/7/2022
163.79,56.00,0,11:00:29 7/7/2022
165.18,55.90,0,11:00:30 7/7/2022
162.40,55.90,0,11:00:32 7/7/2022
159.62,55.90,0,11:00:33 7/7/2022
152.73,55.90,0,11:00:34 7/7/2022
148.63,55.80,0,11:00:35 7/7/2022
143.20,55.80,0,11:00:36 7/7/2022
137.83,55.80,0,11:00:38 7/7/2022
136.49,55.80,0,11:00:39 7/7/2022
132.51,55.70,0,11:00:40 7/7/2022
129.87,55.70,0,11:00:41 7/7/2022
129.87,55.70,0,11:00:42 7/7/2022
127.24,55.70,0,11:00:44 7/7/2022
127.24,55.70,0,11:00:45 7/7/2022
127.24,55.70,0,11:00:46 7/7/2022
125.93,55.70,0,11:00:47 7/7/2022
125.93,55.70,0,11:00:48 7/7/2022
124.63,55.70,0,11:00:50 7/7/2022
125.93,55.70,0,11:00:51 7/7/2022
127.24,55.70,0,11:00:52 7/7/2022
127.24,55.70,0,11:00:53 7/7/2022
128.55,55.70,0,11:00:55 7/7/2022
128.55,55.70,0,11:00:56 7/7/2022
128.55,55.70,0,11:00:57 7/7/2022
129.87,55.70,0,11:00:58 7/7/2022
131.18,55.70,0,11:00:59 7/7/2022
132.51,55.70,0,11:01:01 7/7/2022
133.83,55.60,0,11:01:02 7/7/2022
133.83,55.60,0,11:01:03 7/7/2022
131.18,55.60,0,11:01:04 7/7/2022
131.18,55.60,0,11:01:05 7/7/2022
131.18,55.60,0,11:01:07 7/7/2022
129.87,55.60,0,11:01:08 7/7/2022
129.87,55.50,0,11:01:09 7/7/2022
128.55,55.50,0,11:01:10 7/7/2022
128.55,55.50,0,11:01:11 7/7/2022
127.24,55.50,0,11:01:13 7/7/2022
127.24,55.50,0,11:01:14 7/7/2022
127.24,55.50,0,11:01:15 7/7/2022
128.55,55.40,0,11:01:16 7/7/2022
128.55,55.40,0,11:01:17 7/7/2022
128.55,55.40,0,11:01:19 7/7/2022
125.93,55.40,0,11:01:20 7/7/2022
124.63,55.40,0,11:01:21 7/7/2022
124.63,55.40,0,11:01:22 7/7/2022
124.63,55.40,0,11:01:24 7/7/2022
124.63,55.40,0,11:01:25 7/7/2022
124.63,55.40,0,11:01:26 7/7/2022
123.33,55.40,0,11:01:27 7/7/2022
120.75,55.40,0,11:01:28 7/7/2022
120.75,55.40,0,11:01:30 7/7/2022
122.04,55.30,0,11:01:31 7/7/2022
120.75,55.30,0,11:01:32 7/7/2022
122.04,55.40,0,11:01:33 7/7/2022
120.75,55.40,0,11:01:34 7/7/2022
119.46,55.30,0,11:01:36 7/7/2022
118.17,55.30,0,11:01:37 7/7/2022
119.46,55.30,0,11:01:38 7/7/2022
119.46,55.30,0,11:01:39 7/7/2022
120.75,55.20,0,11:01:40 7/7/2022
120.75,55.20,0,11:01:42 7/7/2022
120.75,55.20,0,11:01:43 7/7/2022
119.46,55.20,0,11:01:44 7/7/2022
119.46,55.20,0,11:01:45 7/7/2022
120.75,55.20,0,11:01:46 7/7/2022
120.75,55.10,0,11:01:48 7/7/2022
122.04,55.10,0,11:01:49 7/7/2022
122.04,55.10,0,11:01:50 7/7/2022
120.75,55.10,0,11:01:51 7/7/2022
119.46,55.20,0,11:01:52 7/7/2022
120.75,55.20,0,11:01:54 7/7/2022
120.75,55.10,0,11:01:55 7/7/2022
122.04,55.10,0,11:01:56 7/7/2022
122.04,55.10,0,11:01:58 7/7/2022
122.04,55.10,0,11:01:59 7/7/2022
120.75,55.00,0,11:02:00 7/7/2022
120.75,55.00,0,11:02:01 7/7/2022
120.75,55.00,0,11:02:02 7/7/2022
122.04,55.00,0,11:02:04 7/7/2022
123.33,55.00,0,11:02:05 7/7/2022
123.33,55.00,0,11:02:06 7/7/2022
122.04,55.00,0,11:02:07 7/7/2022
120.75,55.00,0,11:02:08 7/7/2022
122.04,55.10,0,11:02:10 7/7/2022
122.04,55.10,0,11:02:11 7/7/2022
123.33,55.00,0,11:02:12 7/7/2022
123.33,55.00,0,11:02:13 7/7/2022
122.04,55.00,0,11:02:14 7/7/2022
120.75,55.00,0,11:02:16 7/7/2022
120.75,54.90,0,11:02:17 7/7/2022
120.75,54.90,0,11:02:18 7/7/2022
122.04,54.80,0,11:02:19 7/7/2022
122.04,54.80,0,11:02:20 7/7/2022
122.04,54.70,0,11:02:22 7/7/2022
120.75,54.70,0,11:02:23 7/7/2022
119.46,54.70,0,11:02:24 7/7/2022
119.46,54.70,0,11:02:25 7/7/2022
120.75,54.70,0,11:02:26 7/7/2022
120.75,54.70,0,11:02:28 7/7/2022
120.75,54.80,0,11:02:29 7/7/2022
120.75,54.80,0,11:02:30 7/7/2022
119.46,54.90,0,11:02:31 7/7/2022
118.17,54.90,0,11:02:33 7/7/2022
119.46,54.80,0,11:02:34 7/7/2022
119.46,54.80,0,11:02:35 7/7/2022
120.75,54.70,0,11:02:36 7/7/2022
120.75,54.70,0,11:02:37 7/7/2022
119.46,54.70,0,11:02:39 7/7/2022
118.17,54.70,0,11:02:40 7/7/2022
118.17,54.70,0,11:02:41 7/7/2022
118.17,54.70,0,11:02:42 7/7/2022
119.46,54.60,0,11:02:43 7/7/2022
119.46,54.60,0,11:02:45 7/7/2022
118.17,54.60,0,11:02:46 7/7/2022
118.17,54.60,0,11:02:47 7/7/2022
116.90,54.70,0,11:02:48 7/7/2022
118.17,54.70,0,11:02:49 7/7/2022
118.17,54.70,0,11:02:51 7/7/2022
118.17,54.70,0,11:02:52 7/7/2022
118.17,54.70,0,11:02:53 7/7/2022
116.90,54.70,0,11:02:54 7/7/2022
115.62,54.70,0,11:02:55 7/7/2022
115.62,54.70,0,11:02:57 7/7/2022
116.90,54.70,0,11:02:58 7/7/2022
116.90,54.70,0,11:02:59 7/7/2022
116.90,54.70,0,11:03:00 7/7/2022
116.90,54.70,0,11:03:02 7/7/2022
115.62,54.60,0,11:03:03 7/7/2022
114.35,54.60,0,11:03:04 7/7/2022
115.62,54.50,0,11:03:05 7/7/2022
115.62,54.50,0,11:03:06 7/7/2022
115.62,54.40,0,11:03:08 7/7/2022
115.62,54.40,0,11:03:09 7/7/2022
115.62,54.50,0,11:03:10 7/7/2022
114.35,54.50,0,11:03:11 7/7/2022
114.35,54.60,0,11:03:12 7/7/2022
115.62,54.60,0,11:03:14 7/7/2022
115.62,54.50,0,11:03:15 7/7/2022
115.62,54.50,0,11:03:16 7/7/2022
115.62,54.60,0,11:03:17 7/7/2022
114.35,54.60,0,11:03:18 7/7/2022
113.08,54.70,0,11:03:20 7/7/2022
114.35,54.70,0,11:03:21 7/7/2022
115.62,54.60,0,11:03:22 7/7/2022
115.62,54.60,0,11:03:23 7/7/2022
115.62,54.60,0,11:03:24 7/7/2022
115.62,54.60,0,11:03:26 7/7/2022
114.35,54.50,0,11:03:27 7/7/2022
113.08,54.50,0,11:03:28 7/7/2022
114.35,54.50,0,11:03:29 7/7/2022
115.62,54.50,0,11:03:31 7/7/2022
115.62,54.50,0,11:03:32 7/7/2022
115.62,54.50,0,11:03:33 7/7/2022
115.62,54.40,0,11:03:34 7/7/2022
114.35,54.40,0,11:03:35 7/7/2022
114.35,54.50,0,11:03:37 7/7/2022
114.35,54.50,0,11:03:38 7/7/2022
115.62,54.40,0,11:03:39 7/7/2022
115.62,54.40,0,11:03:40 7/7/2022
115.62,54.40,0,11:03:41 7/7/2022
114.35,54.40,0,11:03:43 7/7/2022
114.35,54.30,0,11:03:44 7/7/2022
114.35,54.30,0,11:03:45 7/7/2022
115.62,54.30,0,11:03:46 7/7/2022
115.62,54.30,0,11:03:47 7/7/2022
115.62,54.40,0,11:03:49 7/7/2022
115.62,54.40,0,11:03:50 7/7/2022
114.35,54.40,0,11:03:51 7/7/2022
113.08,54.40,0,11:03:52 7/7/2022
114.35,54.40,0,11:03:53 7/7/2022
114.35,54.40,0,11:03:55 7/7/2022
115.62,54.40,0,11:03:56 7/7/2022
115.62,54.40,0,11:03:57 7/7/2022
114.35,54.20,0,11:03:58 7/7/2022
113.08,54.20,0,11:04:00 7/7/2022
114.35,54.20,0,11:04:01 7/7/2022
114.35,54.20,0,11:04:02 7/7/2022
115.62,54.20,0,11:04:03 7/7/2022
115.62,54.20,0,11:04:04 7/7/2022
115.62,54.20,0,11:04:06 7/7/2022
114.35,54.20,0,11:04:07 7/7/2022
114.35,54.10,0,11:04:08 7/7/2022
114.35,54.10,0,11:04:09 7/7/2022
115.62,54.10,0,11:04:10 7/7/2022
115.62,54.10,0,11:04:12 7/7/2022
115.62,54.10,0,11:04:13 7/7/2022
115.62,54.10,0,11:04:14 7/7/2022
114.35,54.20,0,11:04:15 7/7/2022
114.35,54.20,0,11:04:16 7/7/2022
115.62,54.20,0,11:04:18 7/7/2022
115.62,54.20,0,11:04:19 7/7/2022
116.90,54.10,0,11:04:20 7/7/2022
115.62,54.10,0,11:04:21 7/7/2022
114.35,54.00,0,11:04:22 7/7/2022
114.35,54.00,0,11:04:24 7/7/2022
115.62,54.00,0,11:04:25 7/7/2022
116.90,54.00,0,11:04:26 7/7/2022
116.90,54.10,0,11:04:27 7/7/2022
116.90,54.10,0,11:04:28 7/7/2022
115.62,54.00,0,11:04:30 7/7/2022
115.62,54.00,0,11:04:31 7/7/2022
116.90,54.00,0,11:04:32 7/7/2022
116.90,54.00,0,11:04:33 7/7/2022
118.17,54.00,0,11:04:35 7/7/2022
118.17,54.00,0,11:04:36 7/7/2022
116.90,53.90,0,11:04:37 7/7/2022
116.90,53.90,0,11:04:38 7/7/2022
116.90,53.90,0,11:04:39 7/7/2022
118.17,53.90,0,11:04:41 7/7/2022
118.17,53.90,0,11:04:42 7/7/2022
119.46,53.90,0,11:04:43 7/7/2022
119.46,53.90,0,11:04:44 7/7/2022
119.46,53.90,0,11:04:45 7/7/2022
118.17,53.80,0,11:04:47 7/7/2022
119.46,53.80,0,11:04:48 7/7/2022
120.75,53.80,0,11:04:49 7/7/2022
122.04,53.80,0,11:04:50 7/7/2022
122.04,53.70,0,11:04:51 7/7/2022
122.04,53.70,0,11:04:53 7/7/2022
122.04,53.80,0,11:04:54 7/7/2022
122.04,53.80,0,11:04:55 7/7/2022
124.63,53.90,0,11:04:56 7/7/2022
125.93,53.90,0,11:04:57 7/7/2022
127.24,54.00,0,11:04:59 7/7/2022
128.55,54.00,0,11:05:00 7/7/2022
128.55,53.90,0,11:05:01 7/7/2022
128.55,53.90,0,11:05:02 7/7/2022
131.18,54.00,0,11:05:04 7/7/2022
133.83,54.00,0,11:05:05 7/7/2022
135.16,53.90,0,11:05:06 7/7/2022
137.83,53.90,0,11:05:07 7/7/2022
139.17,53.90,0,11:05:08 7/7/2022
140.51,53.90,0,11:05:10 7/7/2022
141.85,53.80,0,11:05:11 7/7/2022
143.20,53.80,0,11:05:12 7/7/2022
145.91,53.80,0,11:05:13 7/7/2022
147.27,53.80,0,11:05:14 7/7/2022
148.63,53.90,0,11:05:16 7/7/2022
148.63,53.90,0,11:05:17 7/7/2022
147.27,53.90,0,11:05:18 7/7/2022
148.63,53.90,0,11:05:19 7/7/2022
151.36,53.70,0,11:05:20 7/7/2022
151.36,53.70,0,11:05:22 7/7/2022
152.73,53.70,0,11:05:23 7/7/2022
152.73,53.70,0,11:05:24 7/7/2022
152.73,53.80,0,11:05:25 7/7/2022
152.73,53.80,0,11:05:26 7/7/2022
156.86,53.70,0,11:05:28 7/7/2022
158.24,53.70,0,11:05:29 7/7/2022
158.24,53.70,0,11:05:30 7/7/2022
158.24,53.70,0,11:05:31 7/7/2022
156.86,53.70,0,11:05:32 7/7/2022
154.10,53.70,0,11:05:34 7/7/2022
152.73,53.70,0,11:05:35 7/7/2022
149.99,53.70,0,11:05:36 7/7/2022
147.27,53.60,0,11:05:37 7/7/2022
144.55,53.60,0,11:05:39 7/7/2022
143.20,53.60,0,11:05:40 7/7/2022
141.85,53.60,0,11:05:41 7/7/2022
140.51,53.60,0,11:05:42 7/7/2022
140.51,53.60,0,11:05:43 7/7/2022
140.51,53.60,0,11:05:45 7/7/2022
140.51,53.60,0,11:05:46 7/7/2022
140.51,53.60,0,11:05:47 7/7/2022
139.17,53.60,0,11:05:48 7/7/2022
137.83,53.60,0,11:05:49 7/7/2022
137.83,53.60,0,11:05:51 7/7/2022
139.17,53.60,0,11:05:52 7/7/2022
139.17,53.60,0,11:05:53 7/7/2022
139.17,53.60,0,11:05:54 7/7/2022
140.51,53.60,0,11:05:55 7/7/2022
140.51,53.60,0,11:05:57 7/7/2022
140.51,53.60,0,11:05:58 7/7/2022
141.85,53.70,0,11:05:59 7/7/2022
143.20,53.70,0,11:06:00 7/7/2022
144.55,53.70,0,11:06:01 7/7/2022
145.91,53.70,0,11:06:03 7/7/2022
147.27,53.60,0,11:06:04 7/7/2022
149.99,53.60,0,11:06:05 7/7/2022
154.10,53.50,0,11:06:06 7/7/2022
158.24,53.50,0,11:06:08 7/7/2022
162.40,53.50,0,11:06:09 7/7/2022
163.79,53.50,0,11:06:10 7/7/2022
162.40,53.50,0,11:06:11 7/7/2022
156.86,53.50,0,11:06:12 7/7/2022
151.36,53.50,0,11:06:14 7/7/2022
147.27,53.50,0,11:06:15 7/7/2022
145.91,53.50,0,11:06:16 7/7/2022
145.91,53.50,0,11:06:17 7/7/2022
147.27,53.50,0,11:06:18 7/7/2022
147.27,53.50,0,11:06:20 7/7/2022
144.55,53.50,0,11:06:21 7/7/2022
140.51,53.50,0,11:06:22 7/7/2022
135.16,53.60,0,11:06:23 7/7/2022
131.18,53.60,0,11:06:24 7/7/2022
129.87,53.70,0,11:06:26 7/7/2022
128.55,53.70,0,11:06:27 7/7/2022
125.93,53.60,0,11:06:28 7/7/2022
124.63,53.60,0,11:06:29 7/7/2022
125.93,53.60,0,11:06:30 7/7/2022
124.63,53.60,0,11:06:32 7/7/2022
125.93,53.60,0,11:06:33 7/7/2022
124.63,53.60,0,11:06:34 7/7/2022
123.33,53.40,0,11:06:35 7/7/2022
123.33,53.40,0,11:06:36 7/7/2022
123.33,53.40,0,11:06:38 7/7/2022
123.33,53.40,0,11:06:39 7/7/2022
124.63,53.50,0,11:06:40 7/7/2022
124.63,53.50,0,11:06:41 7/7/2022
124.63,53.60,0,11:06:43 7/7/2022
123.33,53.60,0,11:06:44 7/7/2022
122.04,53.50,0,11:06:45 7/7/2022
123.33,53.50,0,11:06:46 7/7/2022
123.33,53.50,0,11:06:47 7/7/2022
123.33,53.50,0,11:06:49 7/7/2022
123.33,53.40,0,11:06:50 7/7/2022
123.33,53.40,0,11:06:51 7/7/2022
120.75,53.40,0,11:06:52 7/7/2022
122.04,53.40,0,11:06:53 7/7/2022
123.33,53.30,0,11:06:55 7/7/2022
123.33,53.30,0,11:06:56 7/7/2022
124.63,53.30,0,11:06:57 7/7/2022
124.63,53.30,0,11:06:59 7/7/2022
122.04,53.40,0,11:07:00 7/7/2022
122.04,53.40,0,11:07:01 7/7/2022
123.33,53.40,0,11:07:02 7/7/2022
124.63,53.40,0,11:07:03 7/7/2022
124.63,53.30,0,11:07:05 7/7/2022
124.63,53.30,0,11:07:06 7/7/2022
124.63,53.20,0,11:07:07 7/7/2022
123.33,53.20,0,11:07:08 7/7/2022
124.63,53.20,0,11:07:09 7/7/2022
125.93,53.20,0,11:07:11 7/7/2022
127.24,53.20,0,11:07:12 7/7/2022
128.55,53.20,0,11:07:13 7/7/2022
129.87,53.20,0,11:07:14 7/7/2022
128.55,53.20,0,11:07:15 7/7/2022
128.55,53.40,0,11:07:17 7/7/2022
131.18,53.40,0,11:07:18 7/7/2022
131.18,53.40,0,11:07:19 7/7/2022
131.18,53.40,0,11:07:20 7/7/2022
132.51,53.40,0,11:07:21 7/7/2022
132.51,53.40,0,11:07:23 7/7/2022
132.51,53.40,0,11:07:24 7/7/2022
131.18,53.40,0,11:07:25 7/7/2022
133.83,53.40,0,11:07:26 7/7/2022
135.16,53.40,0,11:07:28 7/7/2022
136.49,53.40,0,11:07:29 7/7/2022
137.83,53.40,0,11:07:30 7/7/2022
137.83,53.40,0,11:07:31 7/7/2022
139.17,53.40,0,11:07:32 7/7/2022
140.51,53.40,0,11:07:34 7/7/2022
144.55,53.40,0,11:07:35 7/7/2022
148.63,53.40,0,11:07:36 7/7/2022
154.10,53.40,0,11:07:37 7/7/2022
159.62,53.40,0,11:07:38 7/7/2022
162.40,53.40,0,11:07:40 7/7/2022
165.18,53.30,0,11:07:41 7/7/2022
169.38,53.30,0,11:07:42 7/7/2022
172.19,53.20,0,11:07:43 7/7/2022
173.60,53.20,0,11:07:44 7/7/2022
173.60,53.20,0,11:07:46 7/7/2022
170.79,53.20,0,11:07:47 7/7/2022
166.58,53.20,0,11:07:48 7/7/2022
165.18,53.20,0,11:07:49 7/7/2022
165.18,53.20,0,11:07:50 7/7/2022
166.58,53.20,0,11:07:52 7/7/2022
167.98,53.20,0,11:07:53 7/7/2022
169.38,53.20,0,11:07:54 7/7/2022
170.79,53.30,0,11:07:55 7/7/2022
175.01,53.30,0,11:07:56 7/7/2022
180.67,53.30,0,11:07:58 7/7/2022
187.79,53.30,0,11:07:59 7/7/2022
194.96,53.30,0,11:08:00 7/7/2022
200.72,53.30,0,11:08:01 7/7/2022
205.05,53.20,0,11:08:03 7/7/2022
207.95,53.20,0,11:08:04 7/7/2022
210.84,53.20,0,11:08:05 7/7/2022
213.75,53.20,0,11:08:06 7/7/2022
216.66,53.20,0,11:08:07 7/7/2022
