Lux,Humidity,Productivity,DateTime
3242.80,61.60,0,10:20:36 7/7/2022
3267.20,61.50,0,10:20:37 7/7/2022
3291.80,61.50,0,10:20:38 7/7/2022
3267.20,61.50,0,10:20:39 7/7/2022
3267.20,61.50,0,10:20:40 7/7/2022
3291.80,61.50,0,10:20:42 7/7/2022
3267.20,61.50,0,10:20:43 7/7/2022
3242.80,61.60,0,10:20:44 7/7/2022
3291.80,61.60,0,10:20:45 7/7/2022
3291.80,61.70,0,10:20:47 7/7/2022
3242.80,61.70,0,10:20:48 7/7/2022
3242.80,61.70,0,10:20:49 7/7/2022
3291.80,61.70,0,10:20:50 7/7/2022
3267.20,61.70,0,10:20:51 7/7/2022
3242.80,61.70,0,10:20:53 7/7/2022
3267.20,61.80,0,10:20:54 7/7/2022
3267.20,61.80,0,10:20:55 7/7/2022
3267.20,61.90,0,10:20:56 7/7/2022
3242.80,61.90,0,10:20:57 7/7/2022
3267.20,62.00,0,10:20:59 7/7/2022
3242.80,62.00,0,10:21:00 7/7/2022
3242.80,62.10,0,10:21:01 7/7/2022
3267.20,62.10,0,10:21:02 7/7/2022
3291.80,62.10,0,10:21:03 7/7/2022
3242.80,62.10,0,10:21:05 7/7/2022
3242.80,62.20,0,10:21:06 7/7/2022
3267.20,62.20,0,10:21:07 7/7/2022
3242.80,62.20,0,10:21:08 7/7/2022
3267.20,62.20,0,10:21:10 7/7/2022
3291.80,62.20,0,10:21:11 7/7/2022
3218.60,62.20,0,10:21:12 7/7/2022
3242.80,62.20,0,10:21:13 7/7/2022
3267.20,62.20,0,10:21:14 7/7/2022
3242.80,62.20,0,10:21:16 7/7/2022
3242.80,62.20,0,10:21:17 7/7/2022
3267.20,62.10,0,10:21:18 7/7/2022
3218.60,62.10,0,10:21:19 7/7/2022
3218.60,62.10,0,10:21:20 7/7/2022
3267.20,62.10,0,10:21:22 7/7/2022
3242.80,62.10,0,10:21:23 7/7/2022
3267.20,62.10,0,10:21:24 7/7/2022
3267.20,62.10,0,10:21:25 7/7/2022
3218.60,62.10,0,10:21:26 7/7/2022
3242.80,62.10,0,10:21:28 7/7/2022
3242.80,62.10,0,10:21:29 7/7/2022
3218.60,62.00,0,10:21:30 7/7/2022
3267.20,62.00,0,10:21:31 7/7/2022
3267.20,62.10,0,10:21:32 7/7/2022
3218.60,62.10,0,10:21:34 7/7/2022
3267.20,62.20,0,10:21:35 7/7/2022
3242.80,62.20,0,10:21:36 7/7/2022
3218.60,62.30,0,10:21:37 7/7/2022
3267.20,62.30,0,10:21:39 7/7/2022
3242.80,62.50,0,10:21:40 7/7/2022
3218.60,62.50,0,10:21:41 7/7/2022
3242.80,62.50,0,10:21:42 7/7/2022
3242.80,62.50,0,10:21:43 7/7/2022
3218.60,62.60,0,10:21:45 7/7/2022
3267.20,62.60,0,10:21:46 7/7/2022
3242.80,62.60,0,10:21:47 7/7/2022
3218.60,62.60,0,10:21:49 7/7/2022
3242.80,62.70,0,10:21:50 7/7/2022
3242.80,62.70,0,10:21:51 7/7/2022
3194.60,62.70,0,10:21:52 7/7/2022
3242.80,62.70,0,10:21:53 7/7/2022
3242.80,62.80,0,10:21:55 7/7/2022
3194.60,62.80,0,10:21:56 7/7/2022
3218.60,62.80,0,10:21:57 7/7/2022
3242.80,62.80,0,10:21:58 7/7/2022
3218.60,62.90,0,10:21:59 7/7/2022
3242.80,62.90,0,10:22:01 7/7/2022
3242.80,62.90,0,10:22:02 7/7/2022
3218.60,62.90,0,10:22:03 7/7/2022
3242.80,62.90,0,10:22:04 7/7/2022
3218.60,62.90,0,10:22:05 7/7/2022
3218.60,62.90,0,10:22:07 7/7/2022
3242.80,62.90,0,10:22:08 7/7/2022
3242.80,63.00,0,10:22:09 7/7/2022
3218.60,63.00,0,10:22:10 7/7/2022
3242.80,63.00,0,10:22:11 7/7/2022
3218.60,63.00,0,10:22:13 7/7/2022
3218.60,63.00,0,10:22:14 7/7/2022
3242.80,63.00,0,10:22:15 7/7/2022
3218.60,63.00,0,10:22:16 7/7/2022
3242.80,63.00,0,10:22:18 7/7/2022
3267.20,63.00,0,10:22:19 7/7/2022
3218.60,63.00,0,10:22:20 7/7/2022
3218.60,63.10,0,10:22:21 7/7/2022
3242.80,63.10,0,10:22:22 7/7/2022
3218.60,63.20,0,10:22:24 7/7/2022
3267.20,63.20,0,10:22:25 7/7/2022
3267.20,63.20,0,10:22:26 7/7/2022
3218.60,63.20,0,10:22:27 7/7/2022
3242.80,63.20,0,10:22:28 7/7/2022
3218.60,63.20,0,10:22:30 7/7/2022
3218.60,63.20,0,10:22:31 7/7/2022
3267.20,63.20,0,10:22:32 7/7/2022
3242.80,63.20,0,10:22:33 7/7/2022
3218.60,63.20,0,10:22:34 7/7/2022
3267.20,63.20,0,10:22:36 7/7/2022
3242.80,63.20,0,10:22:37 7/7/2022
3218.60,63.20,0,10:22:38 7/7/2022
3267.20,63.20,0,10:22:39 7/7/2022
3218.60,63.20,0,10:22:40 7/7/2022
3267.20,63.20,0,10:22:42 7/7/2022
3242.80,63.30,0,10:22:43 7/7/2022
3267.20,63.30,0,10:22:44 7/7/2022
3267.20,63.30,0,10:22:45 7/7/2022
3267.20,63.30,0,10:22:47 7/7/2022
3267.20,63.40,0,10:22:48 7/7/2022
3242.80,63.40,0,10:22:49 7/7/2022
3291.80,63.40,0,10:22:50 7/7/2022
3242.80,63.40,0,10:22:51 7/7/2022
3291.80,63.40,0,10:22:53 7/7/2022
3242.80,63.40,0,10:22:54 7/7/2022
3291.80,63.30,0,10:22:55 7/7/2022
3242.80,63.30,0,10:22:56 7/7/2022
3267.20,63.30,0,10:22:57 7/7/2022
3267.20,63.30,0,10:22:59 7/7/2022
3267.20,63.40,0,10:23:00 7/7/2022
3291.80,63.40,0,10:23:01 7/7/2022
3267.20,63.30,0,10:23:02 7/7/2022
3291.80,63.30,0,10:23:03 7/7/2022
3242.80,63.30,0,10:23:05 7/7/2022
3291.80,63.30,0,10:23:06 7/7/2022
3267.20,63.30,0,10:23:07 7/7/2022
3316.50,63.30,0,10:23:08 7/7/2022
3267.20,63.30,0,10:23:09 7/7/2022
3316.50,63.30,0,10:23:11 7/7/2022
3291.80,63.40,0,10:23:12 7/7/2022
3316.50,63.40,0,10:23:13 7/7/2022
3291.80,63.40,0,10:23:14 7/7/2022
3316.50,63.40,0,10:23:15 7/7/2022
3291.80,63.40,0,10:23:17 7/7/2022
3291.80,63.40,0,10:23:18 7/7/2022
3316.50,63.40,0,10:23:19 7/7/2022
3291.80,63.40,0,10:23:20 7/7/2022
3316.50,63.40,0,10:23:22 7/7/2022
3291.80,63.40,0,10:23:23 7/7/2022
3316.50,63.50,0,10:23:24 7/7/2022
3267.20,63.50,0,10:23:25 7/7/2022
3316.50,63.40,0,10:23:26 7/7/2022
3267.20,63.40,0,10:23:28 7/7/2022
3316.50,63.40,0,10:23:29 7/7/2022
3291.80,63.40,0,10:23:30 7/7/2022
3392.00,63.50,0,10:23:31 7/7/2022
3291.80,63.50,0,10:23:32 7/7/2022
3316.50,63.50,0,10:23:34 7/7/2022
3291.80,63.50,0,10:23:35 7/7/2022
3291.80,63.50,0,10:23:36 7/7/2022
3316.50,63.50,0,10:23:37 7/7/2022
3291.80,63.50,0,10:23:38 7/7/2022
3316.50,63.50,0,10:23:40 7/7/2022
3291.80,63.50,0,10:23:41 7/7/2022
3316.50,63.50,0,10:23:42 7/7/2022
3291.80,63.50,0,10:23:43 7/7/2022
3341.50,63.50,0,10:23:44 7/7/2022
3291.80,63.50,0,10:23:46 7/7/2022
3341.50,63.50,0,10:23:47 7/7/2022
3291.80,63.50,0,10:23:48 7/7/2022
3341.50,63.50,0,10:23:49 7/7/2022
3316.50,63.60,0,10:23:51 7/7/2022
3366.60,63.60,0,10:23:52 7/7/2022
3316.50,63.50,0,10:23:53 7/7/2022
3366.60,63.50,0,10:23:54 7/7/2022
3341.50,63.60,0,10:23:55 7/7/2022
3366.60,63.60,0,10:23:57 7/7/2022
3341.50,63.50,0,10:23:58 7/7/2022
3341.50,63.50,0,10:23:59 7/7/2022
3316.50,63.50,0,10:24:00 7/7/2022
3242.80,63.50,0,10:24:01 7/7/2022
3147.10,63.50,0,10:24:03 7/7/2022
2986.40,63.50,0,10:24:04 7/7/2022
2855.50,63.50,0,10:24:05 7/7/2022
2710.40,63.50,0,10:24:06 7/7/2022
2650.60,63.50,0,10:24:07 7/7/2022
2573.20,63.50,0,10:24:09 7/7/2022
2573.20,63.50,0,10:24:10 7/7/2022
2535.40,63.50,0,10:24:11 7/7/2022
2535.40,63.40,0,10:24:12 7/7/2022
2443.50,63.40,0,10:24:13 7/7/2022
2407.90,63.50,0,10:24:15 7/7/2022
2304.30,63.50,0,10:24:16 7/7/2022
2287.50,63.40,0,10:24:17 7/7/2022
2189.80,63.40,0,10:24:18 7/7/2022
2238.10,63.40,0,10:24:19 7/7/2022
2221.90,63.40,0,10:24:21 7/7/2022
2221.90,63.30,0,10:24:22 7/7/2022
2205.80,63.30,0,10:24:23 7/7/2022
2221.90,63.20,0,10:24:24 7/7/2022
2270.90,63.20,0,10:24:26 7/7/2022
2254.40,63.20,0,10:24:27 7/7/2022
2304.30,63.20,0,10:24:28 7/7/2022
2287.50,63.10,0,10:24:29 7/7/2022
2372.80,63.10,0,10:24:30 7/7/2022
2390.20,63.10,0,10:24:32 7/7/2022
2479.80,63.10,0,10:24:33 7/7/2022
2516.70,63.00,0,10:24:34 7/7/2022
2573.20,63.00,0,10:24:35 7/7/2022
2670.40,63.00,0,10:24:36 7/7/2022
2751.00,63.00,0,10:24:38 7/7/2022
2898.40,63.10,0,10:24:39 7/7/2022
2964.10,63.10,0,10:24:40 7/7/2022
3100.30,63.10,0,10:24:41 7/7/2022
3170.70,63.10,0,10:24:42 7/7/2022
3242.80,63.10,0,10:24:44 7/7/2022
3316.50,63.10,0,10:24:45 7/7/2022
3316.50,63.00,0,10:24:46 7/7/2022
3392.00,63.00,0,10:24:47 7/7/2022
3366.60,63.10,0,10:24:48 7/7/2022
3392.00,63.10,0,10:24:50 7/7/2022
3443.20,63.10,0,10:24:51 7/7/2022
3392.00,63.10,0,10:24:52 7/7/2022
3417.50,63.10,0,10:24:53 7/7/2022
3366.60,63.10,0,10:24:55 7/7/2022
3267.20,63.10,0,10:24:56 7/7/2022
3194.60,63.10,0,10:24:57 7/7/2022
2986.40,63.10,0,10:24:58 7/7/2022
2855.50,63.10,0,10:24:59 7/7/2022
2670.40,63.20,0,10:25:01 7/7/2022
2554.20,63.20,0,10:25:02 7/7/2022
2498.20,63.20,0,10:25:03 7/7/2022
2461.60,63.20,0,10:25:04 7/7/2022
2498.20,63.20,0,10:25:05 7/7/2022
2498.20,63.20,0,10:25:07 7/7/2022
2498.20,63.20,0,10:25:08 7/7/2022
2554.20,63.20,0,10:25:09 7/7/2022
2554.20,63.20,0,10:25:10 7/7/2022
2631.00,63.20,0,10:25:11 7/7/2022
2710.40,63.20,0,10:25:13 7/7/2022
2792.30,63.20,0,10:25:14 7/7/2022
2942.10,63.20,0,10:25:15 7/7/2022
3031.40,63.20,0,10:25:16 7/7/2022
3123.60,63.20,0,10:25:17 7/7/2022
3242.80,63.20,0,10:25:19 7/7/2022
3291.80,63.20,0,10:25:20 7/7/2022
3392.00,63.20,0,10:25:21 7/7/2022
3469.10,63.20,0,10:25:22 7/7/2022
3495.30,63.20,0,10:25:23 7/7/2022
3548.30,63.20,0,10:25:25 7/7/2022
3602.40,63.20,0,10:25:26 7/7/2022
3602.40,63.20,0,10:25:27 7/7/2022
3629.90,63.20,0,10:25:28 7/7/2022
3657.60,63.20,0,10:25:30 7/7/2022
3629.90,63.20,0,10:25:31 7/7/2022
3657.60,63.30,0,10:25:32 7/7/2022
3685.70,63.30,0,10:25:33 7/7/2022
3685.70,63.30,0,10:25:34 7/7/2022
3771.60,63.30,0,10:25:36 7/7/2022
3771.60,63.30,0,10:25:37 7/7/2022
3771.60,63.30,0,10:25:38 7/7/2022
3800.80,63.30,0,10:25:39 7/7/2022
3830.40,63.30,0,10:25:40 7/7/2022
3800.80,63.20,0,10:25:42 7/7/2022
3860.30,63.20,0,10:25:43 7/7/2022
3860.30,63.20,0,10:25:44 7/7/2022
3830.40,63.20,0,10:25:45 7/7/2022
3890.60,63.20,0,10:25:46 7/7/2022
3890.60,63.20,0,10:25:48 7/7/2022
3860.30,63.20,0,10:25:49 7/7/2022
3921.20,63.20,0,10:25:50 7/7/2022
3921.20,63.10,0,10:25:51 7/7/2022
3890.60,63.10,0,10:25:52 7/7/2022
3921.20,63.10,0,10:25:54 7/7/2022
3921.20,63.10,0,10:25:55 7/7/2022
3921.20,63.10,0,10:25:56 7/7/2022
3952.20,63.10,0,10:25:57 7/7/2022
3952.20,63.00,0,10:25:59 7/7/2022
3952.20,63.00,0,10:26:00 7/7/2022
3983.50,63.00,0,10:26:01 7/7/2022
3952.20,63.00,0,10:26:02 7/7/2022
3952.20,62.90,0,10:26:03 7/7/2022
3983.50,62.90,0,10:26:05 7/7/2022
3952.20,62.90,0,10:26:06 7/7/2022
3983.50,62.90,0,10:26:07 7/7/2022
4015.20,62.80,0,10:26:08 7/7/2022
3983.50,62.80,0,10:26:09 7/7/2022
4015.20,62.60,0,10:26:11 7/7/2022
3983.50,62.60,0,10:26:12 7/7/2022
3983.50,62.50,0,10:26:13 7/7/2022
4015.20,62.50,0,10:26:14 7/7/2022
3983.50,62.50,0,10:26:15 7/7/2022
4047.30,62.50,0,10:26:17 7/7/2022
4047.30,62.50,0,10:26:18 7/7/2022
4015.20,62.50,0,10:26:19 7/7/2022
4047.30,62.50,0,10:26:20 7/7/2022
4047.30,62.50,0,10:26:21 7/7/2022
4015.20,62.30,0,10:26:23 7/7/2022
4079.80,62.30,0,10:26:24 7/7/2022
4047.30,62.30,0,10:26:25 7/7/2022
4047.30,62.30,0,10:26:26 7/7/2022
4079.80,62.30,0,10:26:28 7/7/2022
4047.30,62.30,0,10:26:29 7/7/2022
4079.80,62.30,0,10:26:30 7/7/2022
4079.80,62.30,0,10:26:31 7/7/2022
4047.30,62.40,0,10:26:32 7/7/2022
4112.70,62.40,0,10:26:34 7/7/2022
4079.80,62.40,0,10:26:35 7/7/2022
4079.80,62.40,0,10:26:36 7/7/2022
4112.70,62.40,0,10:26:37 7/7/2022
4079.80,62.40,0,10:26:38 7/7/2022
4112.70,62.30,0,10:26:40 7/7/2022
4112.70,62.30,0,10:26:41 7/7/2022
4079.80,62.20,0,10:26:42 7/7/2022
4146.00,62.20,0,10:26:43 7/7/2022
4112.70,62.10,0,10:26:44 7/7/2022
4079.80,62.10,0,10:26:46 7/7/2022
4146.00,61.90,0,10:26:47 7/7/2022
4079.80,61.90,0,10:26:48 7/7/2022
4112.70,61.80,0,10:26:50 7/7/2022
4112.70,61.80,0,10:26:51 7/7/2022
4112.70,61.60,0,10:26:52 7/7/2022
4146.00,61.60,0,10:26:53 7/7/2022
4112.70,61.60,0,10:26:54 7/7/2022
4146.00,61.60,0,10:26:56 7/7/2022
4112.70,61.50,0,10:26:57 7/7/2022
4146.00,61.50,0,10:26:58 7/7/2022
4146.00,61.50,0,10:26:59 7/7/2022
4112.70,61.50,0,10:27:00 7/7/2022
4146.00,61.30,0,10:27:02 7/7/2022
4112.70,61.30,0,10:27:03 7/7/2022
4179.70,61.20,0,10:27:04 7/7/2022
4112.70,61.20,0,10:27:05 7/7/2022
4146.00,61.20,0,10:27:06 7/7/2022
4112.70,61.20,0,10:27:08 7/7/2022
4112.70,61.30,0,10:27:09 7/7/2022
4146.00,61.30,0,10:27:10 7/7/2022
4112.70,61.20,0,10:27:11 7/7/2022
4146.00,61.20,0,10:27:12 7/7/2022
4112.70,61.10,0,10:27:14 7/7/2022
4146.00,61.10,0,10:27:15 7/7/2022
4146.00,61.00,0,10:27:16 7/7/2022
4112.70,61.00,0,10:27:17 7/7/2022
4146.00,61.10,0,10:27:18 7/7/2022
4112.70,61.10,0,10:27:20 7/7/2022
4146.00,61.00,0,10:27:21 7/7/2022
4112.70,61.00,0,10:27:22 7/7/2022
4112.70,60.90,0,10:27:23 7/7/2022
4146.00,60.90,0,10:27:25 7/7/2022
4079.80,60.70,0,10:27:26 7/7/2022
4112.70,60.70,0,10:27:27 7/7/2022
4112.70,60.70,0,10:27:28 7/7/2022
4079.80,60.70,0,10:27:29 7/7/2022
4112.70,60.60,0,10:27:31 7/7/2022
4112.70,60.60,0,10:27:32 7/7/2022
4112.70,60.60,0,10:27:33 7/7/2022
4146.00,60.60,0,10:27:34 7/7/2022
4112.70,60.50,0,10:27:35 7/7/2022
4146.00,60.50,0,10:27:37 7/7/2022
4179.70,60.50,0,10:27:38 7/7/2022
4112.70,60.50,0,10:27:39 7/7/2022
4112.70,60.50,0,10:27:40 7/7/2022
4112.70,60.50,0,10:27:41 7/7/2022
4079.80,60.50,0,10:27:43 7/7/2022
4079.80,60.50,0,10:27:44 7/7/2022
4112.70,60.50,0,10:27:45 7/7/2022
4047.30,60.50,0,10:27:46 7/7/2022
4079.80,60.40,0,10:27:47 7/7/2022
4079.80,60.40,0,10:27:49 7/7/2022
4047.30,60.30,0,10:27:50 7/7/2022
4079.80,60.30,0,10:27:51 7/7/2022
4079.80,60.20,0,10:27:52 7/7/2022
4047.30,60.20,0,10:27:54 7/7/2022
4047.30,60.20,0,10:27:55 7/7/2022
4079.80,60.20,0,10:27:56 7/7/2022
4047.30,60.20,0,10:27:57 7/7/2022
4079.80,60.20,0,10:27:58 7/7/2022
4079.80,60.10,0,10:28:00 7/7/2022
4015.20,60.10,0,10:28:01 7/7/2022
4047.30,60.00,0,10:28:02 7/7/2022
4047.30,60.00,0,10:28:03 7/7/2022
4015.20,59.80,0,10:28:04 7/7/2022
4079.80,59.80,0,10:28:06 7/7/2022
4047.30,59.80,0,10:28:07 7/7/2022
4015.20,59.80,0,10:28:08 7/7/2022
4047.30,59.80,0,10:28:09 7/7/2022
4015.20,59.80,0,10:28:10 7/7/2022
4015.20,59.80,0,10:28:12 7/7/2022
4047.30,59.80,0,10:28:13 7/7/2022
4015.20,59.70,0,10:28:14 7/7/2022
4047.30,59.70,0,10:28:15 7/7/2022
4047.30,59.70,0,10:28:16 7/7/2022
4015.20,59.70,0,10:28:18 7/7/2022
4015.20,59.70,0,10:28:19 7/7/2022
4047.30,59.70,0,10:28:20 7/7/2022
3983.50,59.60,0,10:28:21 7/7/2022
4047.30,59.60,0,10:28:23 7/7/2022
4047.30,59.60,0,10:28:24 7/7/2022
3983.50,59.60,0,10:28:25 7/7/2022
4015.20,59.60,0,10:28:26 7/7/2022
4015.20,59.60,0,10:28:27 7/7/2022
3983.50,59.60,0,10:28:29 7/7/2022
4015.20,59.60,0,10:28:30 7/7/2022
4015.20,59.50,0,10:28:31 7/7/2022
3983.50,59.50,0,10:28:32 7/7/2022
4015.20,59.50,0,10:28:33 7/7/2022
3952.20,59.50,0,10:28:35 7/7/2022
3952.20,59.40,0,10:28:36 7/7/2022
3983.50,59.40,0,10:28:37 7/7/2022
3952.20,59.40,0,10:28:38 7/7/2022
3952.20,59.40,0,10:28:39 7/7/2022
3983.50,59.30,0,10:28:41 7/7/2022
3921.20,59.30,0,10:28:42 7/7/2022
3952.20,59.30,0,10:28:43 7/7/2022
3952.20,59.30,0,10:28:44 7/7/2022
3921.20,59.30,0,10:28:45 7/7/2022
3952.20,59.30,0,10:28:47 7/7/2022
3921.20,59.30,0,10:28:48 7/7/2022
3952.20,59.30,0,10:28:49 7/7/2022
3952.20,59.20,0,10:28:50 7/7/2022
3921.20,59.20,0,10:28:52 7/7/2022
3952.20,59.30,0,10:28:53 7/7/2022
3890.60,59.30,0,10:28:54 7/7/2022
3890.60,59.30,0,10:28:55 7/7/2022
3921.20,59.30,0,10:28:56 7/7/2022
3890.60,59.20,0,10:28:58 7/7/2022
3921.20,59.20,0,10:28:59 7/7/2022
3921.20,59.10,0,10:29:00 7/7/2022
3890.60,59.10,0,10:29:01 7/7/2022
3890.60,59.00,0,10:29:02 7/7/2022
3921.20,59.00,0,10:29:04 7/7/2022
3890.60,58.90,0,10:29:05 7/7/2022
3921.20,58.90,0,10:29:06 7/7/2022
3890.60,58.80,0,10:29:07 7/7/2022
3890.60,58.80,0,10:29:08 7/7/2022
3921.20,58.70,0,10:29:10 7/7/2022
3860.30,58.70,0,10:29:11 7/7/2022
3860.30,58.60,0,10:29:12 7/7/2022
3921.20,58.60,0,10:29:13 7/7/2022
3890.60,58.50,0,10:29:14 7/7/2022
3890.60,58.50,0,10:29:16 7/7/2022
3921.20,58.40,0,10:29:17 7/7/2022
3860.30,58.40,0,10:29:18 7/7/2022
3860.30,58.50,0,10:29:19 7/7/2022
3921.20,58.50,0,10:29:21 7/7/2022
3890.60,58.50,0,10:29:22 7/7/2022
3890.60,58.50,0,10:29:23 7/7/2022
3921.20,58.60,0,10:29:24 7/7/2022
3860.30,58.60,0,10:29:25 7/7/2022
3921.20,58.60,0,10:29:27 7/7/2022
3860.30,58.60,0,10:29:28 7/7/2022
3890.60,58.60,0,10:29:29 7/7/2022
3860.30,58.60,0,10:29:30 7/7/2022
3890.60,58.60,0,10:29:31 7/7/2022
3860.30,58.60,0,10:29:33 7/7/2022
3860.30,58.60,0,10:29:34 7/7/2022
3890.60,58.60,0,10:29:35 7/7/2022
3860.30,58.60,0,10:29:36 7/7/2022
3890.60,58.60,0,10:29:37 7/7/2022
